H0_samples
7.261757453801753570e+01
6.249866117674493893e+01
1.124207306451260280e+02
6.350692610744255262e+01
5.912273421000249840e+01
7.832001073431483462e+01
6.651714364574949911e+01
6.565252565935499263e+01
6.636654849062828987e+01
5.655015768730144998e+01
8.981884743902402590e+01
6.328491591859282295e+01
6.987006948198143164e+01
5.839192238226852538e+01
7.739079516424774852e+01
9.152789469313049153e+01
6.148889541635210065e+01
7.089030500335294960e+01
6.304200408036786740e+01
7.881895025713507152e+01
6.695050037268512710e+01
7.840370516487183750e+01
1.029791276289265340e+02
8.245851645882315495e+01
1.184881238934165850e+02
6.672173789104404307e+01
6.926006828013211702e+01
7.663527118840936225e+01
6.678280364507207878e+01
9.359061646035712556e+01
7.635752567440975724e+01
1.054543624592386806e+02
7.036918357505919630e+01
6.837969221234860129e+01
8.278886045710933672e+01
8.464505556462647462e+01
6.848934822460134342e+01
1.057443656202787707e+02
7.254156081246712517e+01
1.088115209079996930e+02
7.247927448417999585e+01
8.772247454185990989e+01
7.357237542897210858e+01
7.059734556615089218e+01
6.946948008043828793e+01
7.308858827937928027e+01
6.824422506318501291e+01
7.341119129141604560e+01
8.257045739428377829e+01
6.412098283468951365e+01
6.039619825359383043e+01
6.270354357679865132e+01
6.501983130024274260e+01
6.549755879479509701e+01
7.567841319660554689e+01
7.468277660947158836e+01
8.550461140393574055e+01
8.148691542842834679e+01
6.735599230050205222e+01
7.422428707758655264e+01
7.243682832423957052e+01
7.240925085846036779e+01
6.867498353981588366e+01
9.269106670508664081e+01
5.313740032871125862e+01
9.439350522742076066e+01
7.394105614009190219e+01
7.277091741582604811e+01
7.138550105371487575e+01
7.363651674319547169e+01
5.984985986914157507e+01
6.852806552553397523e+01
7.722427129590158756e+01
7.527582064482000135e+01
1.144859286568421624e+02
7.787225126951568654e+01
7.448505926353628581e+01
6.995741854652362690e+01
7.625989867308032899e+01
7.113953415153228832e+01
9.128783426779060051e+01
7.875803622714545327e+01
7.655482816237964983e+01
6.619682531476172471e+01
7.965033631616017828e+01
8.320087607853888301e+01
8.319855100333978726e+01
1.007005526113026690e+02
6.764715292218235732e+01
6.624417298445587221e+01
6.760831867230622549e+01
8.205644421443687975e+01
6.510054341680363166e+01
6.950547079496227809e+01
6.325554618578667743e+01
6.402922141108815879e+01
8.499462871318647217e+01
6.526895116890469239e+01
1.141755255789774282e+02
7.707777946305596117e+01
8.145241743772142229e+01
8.453463660570076854e+01
7.096565226209750676e+01
8.023175724541341935e+01
8.270784866092432708e+01
6.885966164154797298e+01
7.421699072949225240e+01
8.755818688154418794e+01
8.480519333123631043e+01
7.013804306117209819e+01
9.127260507384602306e+01
8.401028599203192471e+01
7.340040765320723892e+01
7.463132502086406816e+01
6.965091220263340688e+01
9.276747251551445572e+01
8.383986893380112804e+01
9.226603660933876938e+01
6.933604696295563485e+01
9.809994733241812526e+01
1.011178796832850821e+02
8.229161397655801125e+01
7.013807771281742021e+01
8.394913701310549925e+01
6.968699230420168078e+01
7.008213458118117956e+01
8.776151603889854869e+01
7.053604895955591303e+01
6.090933854907483180e+01
7.388047020369489815e+01
8.232200152073332333e+01
8.965637001989331623e+01
9.103617497164675854e+01
1.040131595073875133e+02
7.442679964753720867e+01
1.085970968280949762e+02
9.273832040367477703e+01
1.731555863054814779e+02
9.106721774836641714e+01
1.021756011345160573e+02
7.226853398560280084e+01
7.007245908266361312e+01
7.641618305644969666e+01
5.882256968657565466e+01
7.459674274061640631e+01
1.091706792151782679e+02
7.264987914135569724e+01
7.663048769132626603e+01
7.328667018506793340e+01
6.883778216507967329e+01
9.610363076253894121e+01
8.040953164814366971e+01
6.507052811874631004e+01
1.000279173912841486e+02
9.036866914388258465e+01
9.947921892530335697e+01
1.093557355892815366e+02
6.548200202821485050e+01
1.211515394777323422e+02
6.924933537140736917e+01
7.306701909542270812e+01
7.096656751347218517e+01
6.757298391845336027e+01
1.126277861528364355e+02
6.448361966096642561e+01
