year H0 err
2003 71.98058252427185 76.99029126213593
2007 73.16504854368932 76.3883495145631
2009 71.88349514563106 74.52427184466019
2011 70.36893203883496 72.85436893203884
2013 69.98058252427185 72.15533980582524
2013 67.2621359223301 68.46601941747574
2015 67.7864077669903 68.67961165048544
2018 66.97087378640776 68.13592233009709
2020 67.37864077669903 67.88349514563107
